C:\Users\VideoSample.mp4
Duration(s): 17.26667 | Frame count: 519 | Initial Frame: 1 | Rotation: 0°

Applied Parameters
Gray Scale - Minor: 100 | Major: 255 | CannyThreshold: 40 | ThresholdLinking: 20
Image treatment: Blur | P.S.: Not applicable if no image treatment was used.
Blur - Width: 5 | Height: 5 | Size Median: 5 | kGauss: 5
Calibration Index: 250 | Factor: 5
PosTime	FrameNo	iniX (px)	iniY (px)	Height (nm)	Width (nm)	Ret. Area (nm2)	Elip. Area (nm2)	Height (px)	Width (px)	Ret. Area (px2)	Elip. Area (px2)
33.26911	0	9	7	0.988	1.9	469.3	368.588	247	475	117325	92147
66.53821	1	8	8	0.984	1.904	468.384	367.868	246	476	117096	91967
99.80732	2	8	8	0.984	1.904	468.384	367.868	246	476	117096	91967
133.07643	3	3	3	1.016	1.924	488.696	383.82	254	481	122174	95955
166.34554	4	3	3	1.016	1.924	488.696	383.82	254	481	122174	95955
199.61464	5	3	3	1.016	1.924	488.696	383.82	254	481	122174	95955
232.88375	6	3	3	1.044	1.924	502.164	394.4	261	481	125541	98600
266.15286	7	3	4	1.04	1.924	500.24	392.888	260	481	125060	98222
299.42197	8	3	4	1.04	1.924	500.24	392.888	260	481	125060	98222
332.69107	9	7	3	1.04	1.932	502.32	394.52	260	483	125580	98630
365.96018	10	3	4	1.036	1.948	504.532	396.26	259	487	126133	99065
399.22929	11	3	4	1.036	1.952	505.568	397.072	259	488	126392	99268
432.49839	12	7	3	1.04	1.932	502.32	394.52	260	483	125580	98630
465.7675	13	3	3	1.008	1.924	484.848	380.8	252	481	121212	95200
499.03661	14	3	3	1.008	1.924	484.848	380.8	252	481	121212	95200
532.30572	15	3	3	1.008	1.924	484.848	380.8	252	481	121212	95200
565.57482	16	3	3	1.008	1.924	484.848	380.8	252	481	121212	95200
598.84393	17	3	3	1.028	1.924	494.468	388.356	257	481	123617	97089
632.11304	18	3	4	1.024	1.924	492.544	386.844	256	481	123136	96711
665.38215	19	3	4	1.024	1.924	492.544	386.844	256	481	123136	96711
698.65125	20	3	4	1.024	1.924	492.544	386.844	256	481	123136	96711
731.92036	21	3	6	1.016	1.932	490.728	385.416	254	483	122682	96354
765.18947	22	3	5	1.008	1.932	486.864	382.384	252	483	121716	95596
798.45857	23	3	5	1.008	1.92	483.84	380.008	252	480	120960	95002
831.72768	24	3	6	1.004	1.924	482.924	379.288	251	481	120731	94822
864.99679	25	3	3	1.032	1.944	501.552	393.92	258	486	125388	98480
898.2659	26	3	3	1.032	1.944	501.552	393.92	258	486	125388	98480
931.535	27	3	3	1.032	1.944	501.552	393.92	258	486	125388	98480
964.80411	28	3	3	1.032	1.944	501.552	393.92	258	486	125388	98480
998.07322	29	3	3	1.016	1.944	493.776	387.812	254	486	123444	96953
1031.34232	30	3	3	1.016	1.944	493.776	387.812	254	486	123444	96953
1064.61143	31	16	3	1.04	1.84	478.4	375.736	260	460	119600	93934
1097.88054	32	28	0	1.052	1.716	451.308	354.456	263	429	112827	88614
1131.14965	33	30	0	1.096	1.692	463.608	364.116	274	423	115902	91029
1164.41875	34	35	0	1.104	1.664	459.264	360.704	276	416	114816	90176
1197.68786	35	38	0	1.112	1.652	459.256	360.7	278	413	114814	90175
1230.95697	36	38	0	1.092	1.652	450.996	354.212	273	413	112749	88553
1264.22608	37	40	0	1.124	1.656	465.336	365.476	281	414	116334	91369
1297.49518	38	36	0	1.112	1.684	468.152	367.684	278	421	117038	91921
1330.76429	39	29	0	1.128	1.772	499.704	392.468	282	443	124926	98117
1364.0334	40	23	3	1.04	1.836	477.36	374.916	260	459	119340	93729
1397.3025	41	13	7	1.024	1.912	489.472	384.432	256	478	122368	96108
1430.57161	42	8	7	1.012	1.912	483.736	379.924	253	478	120934	94981
1463.84072	43	6	5	1.016	1.948	494.792	388.608	254	487	123698	97152
1497.10983	44	7	9	1	1.924	481	377.776	250	481	120250	94444
1530.37893	45	3	6	1.02	1.928	491.64	386.132	255	482	122910	96533
1563.64804	46	3	6	1.02	1.928	491.64	386.132	255	482	122910	96533
1596.91715	47	5	8	0.996	1.92	478.08	375.484	249	480	119520	93871
1630.18626	48	5	8	1	1.928	482	378.56	250	482	120500	94640
1663.45536	49	3	4	1.016	1.928	489.712	384.62	254	482	122428	96155
1696.72447	50	3	4	1.016	1.928	489.712	384.62	254	482	122428	96155
1729.99358	51	3	4	1.016	1.928	489.712	384.62	254	482	122428	96155
1763.26268	52	3	4	1.016	1.928	489.712	384.62	254	482	122428	96155
1796.53179	53	3	4	1.012	1.928	487.784	383.104	253	482	121946	95776
1829.8009	54	3	7	1.008	1.928	485.856	381.592	252	482	121464	95398
1863.07001	55	3	4	1.02	1.928	491.64	386.132	255	482	122910	96533
1896.33911	56	4	4	1.02	1.924	490.62	385.332	255	481	122655	96333
1929.60822	57	3	4	1.028	1.924	494.468	388.356	257	481	123617	97089
1962.87733	58	3	4	1.028	1.924	494.468	388.356	257	481	123617	97089
1996.14644	59	3	4	1.028	1.924	494.468	388.356	257	481	123617	97089
2029.41554	60	8	3	1.016	1.904	483.616	379.832	254	476	120904	94958
2062.68465	61	3	3	1.02	1.924	490.62	385.332	255	481	122655	96333
2095.95376	62	3	3	1.036	1.924	498.316	391.376	259	481	124579	97844
2129.22286	63	3	3	1.044	1.924	502.164	394.4	261	481	125541	98600
2162.49197	64	3	3	1.044	1.924	502.164	394.4	261	481	125541	98600
2195.76108	65	3	5	1.032	1.924	496.392	389.864	258	481	124098	97466
2229.03019	66	3	5	1.028	1.924	494.468	388.356	257	481	123617	97089
2262.29929	67	3	5	1.028	1.924	494.468	388.356	257	481	123617	97089
2295.5684	68	3	5	1.028	1.924	494.468	388.356	257	481	123617	97089
2328.83751	69	8	6	1.024	1.908	488.448	383.628	256	477	122112	95907
2362.10662	70	8	6	1.024	1.912	489.472	384.432	256	478	122368	96108
2395.37572	71	8	6	1.024	1.916	490.496	385.236	256	479	122624	96309
2428.64483	72	8	6	1.024	1.916	490.496	385.236	256	479	122624	96309
2461.91394	73	7	6	1.024	1.916	490.496	385.236	256	479	122624	96309
2495.18304	74	7	6	1.024	1.916	490.496	385.236	256	479	122624	96309
2528.45215	75	7	6	1.004	1.916	480.916	377.712	251	479	120229	94428
2561.72126	76	7	5	1.008	1.916	482.832	379.216	252	479	120708	94804
2594.99037	77	8	6	1.004	1.928	483.928	380.076	251	482	120982	95019
2628.25947	78	8	6	1	1.928	482	378.56	250	482	120500	94640
2661.52858	79	8	3	1.016	1.928	489.712	384.62	254	482	122428	96155
2694.79769	80	8	3	1.016	1.928	489.712	384.62	254	482	122428	96155
2728.0668	81	7	3	1.012	1.932	488.796	383.9	253	483	122199	95975
2761.3359	82	7	3	1.012	1.924	486.772	382.308	253	481	121693	95577
2794.60501	83	7	3	1.012	1.924	486.772	382.308	253	481	121693	95577
2827.87412	84	7	3	1.012	1.924	486.772	382.308	253	481	121693	95577
2861.14322	85	7	3	1.012	1.908	482.724	379.132	253	477	120681	94783
2894.41233	86	7	3	1.012	1.912	483.736	379.924	253	478	120934	94981
2927.68144	87	7	3	1.012	1.912	483.736	379.924	253	478	120934	94981
2960.95055	88	7	3	1.012	1.904	481.712	378.336	253	476	120428	94584
2994.21965	89	16	3	1.008	1.852	466.704	366.548	252	463	116676	91637
3027.48876	90	26	0	1.056	1.736	458.304	359.952	264	434	114576	89988
3060.75787	91	28	0	1.1	1.696	466.4	366.308	275	424	116600	91577
3094.02697	92	33	0	1.1	1.672	459.8	361.128	275	418	114950	90282
3127.29608	93	37	0	1.128	1.652	465.864	365.888	282	413	116466	91472
3160.56519	94	39	0	1.14	1.644	468.54	367.992	285	411	117135	91998
3193.8343	95	39	0	1.132	1.652	467.516	367.188	283	413	116879	91797
3227.1034	96	35	0	1.124	1.688	474.328	372.536	281	422	118582	93134
3260.37251	97	26	0	1.084	1.78	482.38	378.86	271	445	120595	94715
3293.64162	98	17	3	1.036	1.852	479.668	376.732	259	463	119917	94183
3326.91073	99	12	6	1.012	1.896	479.688	376.748	253	474	119922	94187
3360.17983	100	8	3	1.036	1.912	495.208	388.936	259	478	123802	97234
3393.44894	101	6	7	1.04	1.92	499.2	392.072	260	480	124800	98018
3426.71805	102	6	8	1.012	1.92	485.76	381.516	253	480	121440	95379
3459.98715	103	5	8	1.012	1.924	486.772	382.308	253	481	121693	95577
3493.25626	104	5	8	1.012	1.924	486.772	382.308	253	481	121693	95577
3526.52537	105	4	8	1.012	1.932	488.796	383.9	253	483	122199	95975
3559.79448	106	4	8	1.004	1.928	483.928	380.076	251	482	120982	95019
3593.06358	107	4	8	1.008	1.928	485.856	381.592	252	482	121464	95398
3626.33269	108	4	8	1.008	1.928	485.856	381.592	252	482	121464	95398
3659.6018	109	6	10	0.992	1.924	477.152	374.756	248	481	119288	93689
3692.87091	110	6	10	1.024	1.924	492.544	386.844	256	481	123136	96711
3726.14001	111	6	7	1.036	1.924	498.316	391.376	259	481	124579	97844
3759.40912	112	4	10	1.016	1.96	497.84	391.004	254	490	124460	97751
3792.67823	113	3	5	1.016	1.932	490.728	385.416	254	483	122682	96354
3825.94733	114	3	5	1.016	1.932	490.728	385.416	254	483	122682	96354
3859.21644	115	3	4	1.02	1.932	492.66	386.936	255	483	123165	96734
3892.48555	116	3	4	1.02	1.932	492.66	386.936	255	483	123165	96734
3925.75466	117	4	6	1.012	1.924	486.772	382.308	253	481	121693	95577
3959.02376	118	4	6	1.012	1.924	486.772	382.308	253	481	121693	95577
3992.29287	119	4	6	1.012	1.924	486.772	382.308	253	481	121693	95577
4025.56198	120	3	5	1.036	1.928	499.352	392.192	259	482	124838	98048
4058.83109	121	3	4	1.028	1.928	495.496	389.16	257	482	123874	97290
4092.10019	122	3	4	1.028	1.928	495.496	389.16	257	482	123874	97290
4125.3693	123	3	4	1.028	1.928	495.496	389.16	257	482	123874	97290
4158.63841	124	3	4	1.028	1.928	495.496	389.16	257	482	123874	97290
4191.90751	125	3	5	1.024	1.928	493.568	387.648	256	482	123392	96912
4225.17662	126	3	5	1.032	1.928	497.424	390.676	258	482	124356	97669
4258.44573	127	3	5	1	1.928	482	378.56	250	482	120500	94640
4291.71484	128	3	5	1.004	1.928	483.928	380.076	251	482	120982	95019
4324.98394	129	3	4	1.036	1.928	499.352	392.192	259	482	124838	98048
4358.25305	130	3	5	1.032	1.928	497.424	390.676	258	482	124356	97669
4391.52216	131	3	5	1.032	1.928	497.424	390.676	258	482	124356	97669
4424.79127	132	3	4	1.036	1.928	499.352	392.192	259	482	124838	98048
4458.06037	133	3	5	1.012	1.924	486.772	382.308	253	481	121693	95577
4491.32948	134	3	6	1.008	1.924	484.848	380.8	252	481	121212	95200
4524.59859	135	3	6	1.008	1.924	484.848	380.8	252	481	121212	95200
4557.86769	136	3	6	1.008	1.924	484.848	380.8	252	481	121212	95200
4591.1368	137	3	4	1.016	1.924	488.696	383.82	254	481	122174	95955
4624.40591	138	3	4	1.016	1.924	488.696	383.82	254	481	122174	95955
4657.67502	139	3	4	1.016	1.924	488.696	383.82	254	481	122174	95955
4690.94412	140	3	4	1.04	1.928	501.28	393.704	260	482	125320	98426
4724.21323	141	3	4	1.024	1.932	494.592	388.452	256	483	123648	97113
4757.48234	142	3	4	1.016	1.932	490.728	385.416	254	483	122682	96354
4790.75145	143	3	4	1.016	1.932	490.728	385.416	254	483	122682	96354
4824.02055	144	3	6	1.008	1.932	486.864	382.384	252	483	121716	95596
4857.28966	145	3	4	1.016	1.928	489.712	384.62	254	482	122428	96155
4890.55877	146	3	4	1.016	1.928	489.712	384.62	254	482	122428	96155
4923.82787	147	14	4	1.04	1.868	485.68	381.452	260	467	121420	95363
4957.09698	148	27	1	1.084	1.744	472.624	371.2	271	436	118156	92800
4990.36609	149	33	0	1.08	1.676	452.52	355.408	270	419	113130	88852
5023.6352	150	35	0	1.112	1.664	462.592	363.32	278	416	115648	90830
5056.9043	151	38	0	1.116	1.652	460.908	361.996	279	413	115227	90499
5090.17341	152	40	0	1.112	1.644	457.032	358.952	278	411	114258	89738
5123.44252	153	40	0	1.124	1.652	464.212	364.592	281	413	116053	91148
